n,word,ipa,pos,gloss,etym
2038,krít,/ˈkʰriːtʰ/,名词,树叶。,原生词根。
2039,kritika,/kʰriˈtʰikʰa/,名词,批判。,源自拉丁语「critica」。
2040,kritiko,/kʰriˈtʰikʰo/,名词,批评。,源自世界语「kritiko」。
2041,kronika,/kʰroˈnikʰa/,名词,编年史。,源自拉丁语「chronica」。
2042,krubo,/ˈkʰrubo/,名词,螺旋。,源自拉丁语「spira」。
2043,krudeli,/kʰruˈdeli/,形容词,残酷的。,源自拉丁语「crudelis」。
2044,kruk,/ˈkʰrukʰ/,名词,啤酒杯。,源自德语「Krug」。
2045,kruro,/ˈkʰru.ʁo/,名词,腿。,"拉丁语 ""crus""。"
2046,ksohatría,/kʰsohaˈtʰriːa/,名词,刹帝利。,源自梵语「क्षत्रिय」(kshatriya)。
2047,kuai,/kʰuˈai/,名词,码头。,源自法语「quai」。
2048,kuala,/kʰuˈala/,名词,河口。,源自马来语「kuala」。
2049,kualitas,/kʰuaˈlitʰas/,名词,性质。,源自拉丁语「qualitas」。
2050,kuarterfinal,/kʰuaɹtʰəˈɹfinal/,名词,季度赛。,源自英语「quarterfinal」。
2051,kuarteto,/kʰuaˈɹtʰetʰo/,名词,四重奏。,源自意大利语「quartetto」。
2052,kubar,/ˈkʰubaɹ/,动词,躺下。,源自拉丁语「cubare」。
2053,kubus,/ˈkʰubus/,名词,立方体。,源自拉丁语「cubus」。
2054,kudra,/ˈkʰud.ra/,动词,缝纫。,"拉丁语 ""consuere"" 简化。"
2055,kuén,/ˈkʰueːn/,名词,王后。,源自日耳曼语「queen」。
2056,kuies,/kʰuˈiəs/,名词,静止。,源自拉丁语「quies」。
2057,kuiler,/kʰuˈiləɹ/,名词,汤匙。,源自法语「cuillère」。
2058,kuisin,/kʰuˈisin/,名词,厨房。,源自法语「cuisine」。
2059,kuki,/ˈkʰukʰi/,动词,撕扯。,原生词根。
2060,kukus,/ˈkʰukʰus/,动词,蒸。,源自马来语「kukus」。
2061,kukushoka,/kʰukʰuˈʃokʰa/,名词,布谷鸟。,源自斯拉夫语「kukushka」。
2062,kulpo,/ˈkulpo/,名词,过错，罪责；肇事者。,源自拉丁语「culpa」
2063,kultiv,/kʰul.ˈtʰiv/,动词,种植。,借世界语 kultivi。
2064,kulturo,/kʰuˈltʰuʁo/,名词,文化。,源自世界语「kulturo」。
2065,kun,/ˈkʰun/,介词,与，和。,源自世界语「kun」。
2066,kunabla,/ˈku.na.bla/,名词,摇篮。,源自拉丁语「cunabula」
2067,kundalini,/kʰundaˈlini/,名词,昆达里尼。,源自梵语「कुण्डलिनी」(kundalini)。
2068,kune,/ˈkʰu.nə/,副词,共同地。,"世界语 ""kune""。"
2069,kuneje,/kʰuˈne.d͡ʒə/,名词,无需言语、一个眼神就懂的默契。,kune（共同）+ je（相视）。
2070,kunevivio,/kʰunəviˈvio/,名词,相处，共同生活。,「kune」+「vivio」。
2071,kungodien,/kʰuŋɡoˈdiən/,名词,王宫。,源自越南语「cung dien」。
2072,kunin,/ˈkʰunin/,名词,商人。,原生词根。
2073,kupola,/kʰuˈpola/,名词,圆顶。,源自拉丁语「cupola」。
2074,kuraĝigo,/kʰuʁaˈd͡ʒiɡo/,名词,鼓励。,源自世界语「kuraĝigo」。
2075,kurago,/kʰuˈʁaɡo/,名词,勇气。,源自世界语「kuraĝo」。
2076,kurakado,/kʰuʁaˈkʰado/,名词,治疗。,源自世界语「kuracado」。
2077,kurensi,/kʰuˈɹrensi/,名词,货币。,源自英语「currency」。
2078,kurer,/ˈkʰuɹrəɹ/,动词,奔跑。,源自拉丁语「currere」。
2079,kuriositas,/ku.riˈo.si.tas/,名词,好奇心。,源自拉丁语「curiositas」
2080,kurta,/ˈkʰuɹ.tʰa/,形容词,短的。,原生词根。
2081,kurten,/ˈkʰuɹtʰən/,动词,变成短。,「kurta」+ 后缀 -en（变成）。
2082,kurteno,/kʰuɹˈtʰe.no/,名词,窗帘。,借世界语 kurteno。
2083,kurtji,/ˈkʰuɹtʰd͡ʒi/,动词,使短。,「kurta」+ 后缀 -ji（使动）。
2084,kurtli,/ˈkʰuɹtʰli/,副词,短地。,「kurta」+ 后缀 -li（副词化）。
2085,kurus,/ˈkʰuɹrus/,名词,战车。,源自拉丁语「currus」。
2086,kurva,/ˈkʰuɹva/,名词,曲线。,源自拉丁语「curva」。
2087,kush,/kʰuʃ/,动词,躺。,借世界语 kuŝi。
2088,kusha,/ˈkʰu.ʃa/,动词,躺卧。,原生词根。
2089,kutimo,/kʰuˈtʰimo/,名词,习惯。,源自世界语「kutimo」。
2090,kvalifiko,/kʰvaˈli.fi.kʰo/,名词,资格。,源自拉丁语「qualificatio」。
2091,kvalik,/ˈkʰvalikʰ/,动词,赞颂。,源自波兰语「chwalic」。
2092,kvankam,/ˈkʰvan.kʰam/,连词,尽管。,"世界语 ""kvankam""。"
2093,kvas,/ˈkʰvas/,名词,格瓦斯。,源自俄语「квас」(kvas)。
2094,kverelo,/kʰvəˈʁelo/,名词,争吵。,源自世界语「kverelo」。
2095,læ,/ˈlæ/,名词,族人。,原生词根。
2096,-la,/la/,后缀,形容词化（外来词专用）。,第二版新增。示例：tinyénla（理所当然的）。
2097,labi,/ˈlabi/,动词,滑动。,源自拉丁语「labi」。
2098,laborar,/laˈboʁaɹ/,动词,工作。,源自拉丁语「laborare」。
2099,laboratori,/laboʁaˈtʰoʁi/,名词,实验室。,源自英语「laboratory」。
2100,laboremo,/laboˈʁemo/,名词,勤劳。,源自世界语「laboremo」。
2101,laboro,/laˈboʁo/,名词,劳动。,源自拉丁语「labor」。
2102,laca,/ˈlaka/,形容词,累的，疲倦的。,源自拉丁语「lassus」。
2103,lacig,/la.ˈkiɡ/,动词,使疲劳。,借世界语 lacigi。
2104,lafi,/ˈlafi/,名词,州。,源自拉丁语「provincia」。
2105,laga,/ˈlaɡa/,名词,墓地。,原生词根。
2106,lago,/ˈla.ɡo/,名词,湖泊。,"拉丁语 ""lacus""。"
2107,-lai,/lai/,后缀,能够。,第二版新增情态词缀。
2108,laiangolaianko,/laiaŋɡolaiˈaŋkʰo/,名词,风筝。,源自马来语「layang-layang」。
2109,laika,/laˈikʰa/,名词,雪橇犬。,源自俄语「лайка」(layka)。
2110,laiteri,/laiˈtʰeʁi/,名词,乳品店。,源自法语「laiterie」。
2111,lal,/ˈlal/,名词,郁金香。,借词「lale」。
2112,lampo,/ˈlampo/,名词,灯具。,源自法语「lampe」。
2113,lampori,/laˈmpoʁi/,形容词,明亮的。,源自希腊语「λαμπρός」(lampros)。
2114,landapropiaçión,/lan.da.pro.pi.aˈsi.oːn/,名词,土地占有。,"""land"" + ""apropiaçión""。"
2115,lang,/laŋ/,名词,舌头。,"古英语 ""lang""。"
2116,làng,/læŋ/,动词,喜欢。,「lànga」（光）词根；与「am」（爱）相区别。
2117,lànga,/ˈlæŋ.ɡa/,名词/形容词,光，光明；光明的。,原生词根。
2118,làngen,/ˈlæŋ.ɡən/,动词,变成光。,「lànga」+ 后缀 -en（变成）。
2119,làngif,/ˈlæŋ.ɡif/,动词,照亮。,"""lànnga"" + 使动后缀 ""-if""。"
2120,làngji,/ˈlæŋɡ.d͡ʒi/,动词,使光。,「lànga」+ 后缀 -ji（使动）。
2121,làngli,/ˈlæŋɡ.li/,副词,光地。,「lànga」+ 后缀 -li（副词化）。
2122,lanko,/ˈlaŋkʰo/,名词,陵墓。,源自越南语「lang」。
2123,lára,/ˈlaː.ʁa/,形容词,自由的（区别于专名 Libér）。,原生词根。
2124,láren,/ˈlaːʁən/,动词,变成自由的（区别于专名 Libér）。,「lára」+ 后缀 -en（变成）。
2125,larĝa,/ˈlaɹ.d͡ʒa/,形容词,宽阔的。,原生词根。
2126,larĝen,/ˈlaɹd͡ʒən/,动词,变成宽阔。,「larĝa」+ 后缀 -en（变成）。
2127,larĝji,/ˈlaɹd͡ʒd͡ʒi/,动词,使宽阔。,「larĝa」+ 后缀 -ji（使动）。
2128,larĝli,/ˈlaɹd͡ʒli/,副词,宽阔地。,「larĝa」+ 后缀 -li（副词化）。
2129,lárji,/ˈlaːɹd͡ʒi/,动词,使自由的（区别于专名 Libér）。,「lára」+ 后缀 -ji（使动）。
2130,lárli,/ˈlaːɹli/,副词,自由的（区别于专名 Libér）地。,「lára」+ 后缀 -li（副词化）。
2131,larm,/laɹm/,名词,眼泪。,"法语 ""larme""。"
2132,larzalsa,/laˈɹzalsa/,名词,时辰。,原生词根。
2133,lasagna,/laˈsaɡna/,名词,千层面。,源自意大利语「lasagna」。
2134,lasar,/laˈsaɹ/,动词,放开，释放。,"拉丁语 ""laxare""。"
2135,laser,/ˈlasəɹ/,名词,激光。,源自英语「laser」。
2136,låtbegé,/lɔːˈtʰbeɡeː/,名词,石榴树。,借词「nar」。
2137,latera,/laˈte.ra/,名词,侧，边，侧面。,"源自拉丁语「latus, lateris」"
2138,latere,/ˈla.tʰe.ʁe/,副词,侧旁地，在一旁。,"源自拉丁语「latus, lateris」（侧）"
2139,latero,/ˈla.tʰe.ʁo/,名词,侧面，侧边。,"源自拉丁语「latus, lateris」（侧）"
2140,latigo,/laˈtʰiɡo/,名词,鞭子。,源自西班牙语「látigo」。
2141,lato,/ˈla.tʰo/,名词,侧面，一方，方面。,源自拉丁语「latus」（侧面）
2142,lau,/lau/,介词,按照，依照。,造词。
2143,laudo,/laˈudo/,名词,表扬。,源自世界语「laʌdo」。
2144,lauso,/ˈlau.so/,名词,虱子。,原生词根。
2145,laut,/lautʰ/,副词,大声地。,"德语 ""laut""。"
2146,laute,/ˈlau.tʰə/,副词,大声地。,「lau」+ 副词化 -e；与「mallaute」相对。
2147,lava,/ˈla.va/,动词,洗涤。,"拉丁语 ""lavare""。"
2148,lavanga,/laˈvaŋɡa/,名词,丁香。,源自梵语「लवङ्ग」(lavanga)。
2149,lavanta,/laˈvantʰa/,名词,薰衣草。,借词「lavanta」。
2150,leagu,/ləˈaɡu/,名词,联赛。,源自英语「league」。
2151,lefpit,/ˈlefpitʰ/,名词,草堆。,原生词根。
2152,legatus,/ləˈɡatʰus/,名词,使者。,源自拉丁语「legatus」。
2153,leĝio,/ləˈd͡ʒio/,名词,军团。,源自拉丁语「legio」。
2154,legislatúr,/le.ˈɡis.la.tʰuːɹ/,名词,立法机关。,"""legisla"" + 后缀 ""-túr""。"
2155,leklér,/ˈlekʰleːɹ/,名词,炭火。,原生词根。
2156,lekso,/ˈlekʰso/,名词,法律条文。,源自拉丁语「lex」。
2157,lektur,/ˈlekʰtʰuɹ/,名词,演讲。,源自英语「lecture」。
2158,lekú,/ˈlekʰuː/,名词,山腰。,原生词根。
2159,lekva,/ˈlekʰva/,形容词,弯曲的。,原生词根。
2160,lensa,/ˈlen.sa/,名词,镜片，透镜。,源自拉丁语「lens」
2161,lenten,/ˈlentʰən/,动词,变成慢。,「lenti」+ 后缀 -en（变成）。
2162,lenti,/ˈlen.tʰi/,形容词,慢的。,"拉丁语 ""lentus""。"
2163,lentiji,/lənˈtʰi.d͡ʒi/,动词,使慢。,"""lent"" + 使动后缀 ""-ji""。"
2164,lentli,/ˈlentʰli/,副词,慢地。,「lenti」+ 后缀 -li（副词化）。
2165,lento,/ˈlentʰo/,副词,缓慢地。,源自拉丁语「lente」。
2166,leom,/ˈleom/,动词,伸展。,原生词根。
2167,lernar,/ləɹˈnaɹ/,动词,学习。,"德语 ""lernen""。"
2168,leszokzina,/ləszoˈkʰzina/,名词,榛树。,源自波兰语「leszczyna」。
2169,léta,/ˈleː.tʰa/,动词,留下，遗落。,原生词根。
2170,letero,/ləˈtʰe.ʁo/,名词,信件。,借拉丁 littera。
2171,lev,/ləv/,动词,举，抬。,源自拉丁语「levare」。
2172,levi,/ˈlevi/,形容词,轻浮的。,源自拉丁语「levis」。
2173,leviter,/ləˈvitʰəɹ/,副词,轻微地。,源自拉丁语「leviter」。
2174,liabiliti,/liabiˈlitʰi/,名词,负债。,源自英语「liability」。
2175,libelus,/liˈbelus/,名词,剧本。,源自拉丁语「libellus」。
2176,liberar,/liˈbeʁaɹ/,动词,释放。,源自拉丁语「liberare」。
2177,libertas,/liˈbeɹtʰas/,名词,自由。,源自拉丁语「libertas」。
2178,librairi,/libraˈiʁi/,名词,书店。,源自法语「librairie」。
2179,liduú,/liˈduuː/,名词,球门。,源自英语「goal」。
2180,lieutenanto,/liəutʰəˈnantʰo/,名词,中尉。,源自法语「lieutenant」。
2181,lifto,/ˈlif.tʰo/,名词,电梯。,源自英语「lift」。
2182,liga,/ˈli.ɡa/,动词,系，绑。,"拉丁语 ""ligare""。"
2183,ligar,/ˈliɡaɹ/,动词,捆绑。,源自拉丁语「ligare」。
2184,ligno,/ˈliɡ.no/,名词,木头。,源自拉丁语「lignum」。
2185,ligo,/ˈliɡo/,名词,联系。,源自世界语「ligo」。
2186,likeion,/likʰəˈion/,名词,学园。,源自希腊语「λύκειον」(lykeion)。
2187,likri,/ˈlikʰri/,形容词,鲜嫩的。,原生词根。
2188,lilit,/ˈlilitʰ/,动词,缠绕。,源自马来语「lilit」。
2189,lim,/lim/,动词,吃。,原生词根。
2190,limbastono,/limˈbas.tʰo.no/,名词,筷子。,「lim」（吃）+「baston」（棍）
2191,limenmondo,/li.mənˈmon.do/,名词,阈界（书名）。,limen（门槛）+ mondo 复合。
2192,limglaro,/limˈɡlaʁo/,名词,筷子。,「lim」（吃）+「glara」（木棍）复合
2193,limito,/liˈmitʰo/,名词,限制。,源自拉丁语「limes」。
2194,line,/ˈli.nə/,名词,线。,"拉丁语 ""linea""。"
2195,linea,/liˈnea/,名词,直线。,源自拉丁语「linea」。
2196,lingova,/liŋˈɡo.va/,形容词,语言的。,「lingovo」（语言，借世界语 lingvo）+ 形容词词尾 -a
2197,lingovo,/liˈŋɡovo/,名词,语言。,源自拉丁语「lingua」。
2198,liotkik,/liˈotʰkʰikʰ/,名词,飞行员。,源自俄语「лётчик」(lyotchik)。
2199,lipa,/ˈlipa/,名词,椴树。,源自波兰语「lipa」。
2200,lira,/ˈliʁa/,名词,抒情。,源自希腊语「λύρα」(lyra)。
2201,liræn,/ˈli.ʁæn/,名词,深刻情感（超越友谊的灵魂共鸣）。,原生词根。
2202,lirænsil,/liˈʁæn.sil/,名词,心底那团无法言说的百感交集。,liræn（深刻情感）+ sil（堆积）。
2203,lirika,/liˈʁikʰa/,名词,抒情诗。,源自拉丁语「lyrica」。
2204,lisa,/ˈlisa/,名词,狐狸。,源自俄语「лиса」(lisa)。
2205,lita,/ˈlitʰa/,形容词,粗糙的。,原生词根。
2206,litera,/liˈtʰeʁa/,名词,字母。,源自拉丁语「littera」。
2207,literata,/liˈteʁata/,形容词,有书卷气的，有学养的。,源自拉丁语「litteratus」
2208,literatura,/litʰəʁaˈtʰuʁa/,名词,文学。,源自拉丁语「litteratura」。
2209,lito,/ˈli.tʰo/,名词,床。,借拉丁 lectus。
2210,loan,/ˈloan/,名词,贷款。,源自英语「loan」。
2211,lobha,/ˈlobha/,名词,贪婪。,源自梵语「लोभ」(lobha)。
2212,lofel,/ˈlofəl/,名词,勺子。,源自德语「Löffel」。
2213,lóga,/ˈloː.ɡa/,名词,逻辑，理性。,"拉丁语 ""logica""。"
2214,lógai,/ˈloː.gai/,形容词,理性的，合理的。,「lóga」（逻辑，理性）+ 后缀 -i（形容词化）
2215,loĝejo,/loˈd͡ʒe.jo/,名词,住处，住所。,loĝi（居住）+ -ejo（场所）。
2216,logĝia,/loˈɡd͡ʒia/,名词,拱廊。,源自意大利语「loggia」。
2217,lok,/lokʰ/,名词,地方。,"英语 ""location"" 截取。"
2218,loka,/ˈlokʰa/,名词,毛笔。,原生词根。
2219,lokus,/ˈlokʰus/,名词,位置。,源自拉丁语「locus」。
2220,lømi,/ˈlømi/,名词,笛子。,原生词根。
2221,lómú,/ˈloːmuː/,名词,残羹。,原生词根。
2222,lømvir,/ˈlømviɹ/,副词,同时。,源自拉丁语「simul」。
2223,longa,/ˈloŋ.ɡa/,形容词,长的。,"英语 ""long""。"
2224,longe,/ˈloŋɡə/,副词,长久地。,「longa」词根。
2225,longen,/ˈloŋɡən/,动词,变成长。,「longa」+ 后缀 -en（变成）。
2226,longestablíya,/loŋ.ɡə.stʰaˈbliː.ja/,形容词,长期确立的。,"""long"" + ""establíja""。"
2227,longestablíyen,/loŋɡəstʰaˈbliːjən/,动词,变成长期确立。,「longestablíya」+ 后缀 -en（变成）。
2228,longestablíyji,/loŋɡəstʰaˈbliːjd͡ʒi/,动词,使长期确立。,「longestablíya」+ 后缀 -ji（使动）。
2229,longestablíyli,/loŋɡəstʰaˈbliːjli/,副词,长期确立地。,「longestablíya」+ 后缀 -li（副词化）。
2230,longji,/ˈloŋɡd͡ʒi/,动词,使长。,「longa」+ 后缀 -ji（使动）。
2231,longli,/ˈloŋɡli/,副词,长地。,「longa」+ 后缀 -li（副词化）。
2232,longojumpo,/loŋɡoˈd͡ʒumpo/,名词,跳远。,源自英语「long jump」。
2233,lonk,/loŋkʰ/,名词,纸。,原生词根（/h/ 弱化）。
2234,lonkgruo,/loˈŋkʰɡruo/,名词,纸鹤。,「lonk」+「gruo」。
2235,loph,/lof/,代词,你们（复数）。,"""lot"" 的复数。"
2236,lorto,/ˈloɹtʰo/,名词,领主。,源自日耳曼语「lord」。
2237,los,/ˈlos/,名词,驼鹿。,源自波兰语「los」。
2238,losate,/loˈsatʰə/,动词,混合。,源自拉丁语「miscere」。
2239,losgive,/loˈsɡivə/,名词,箭。,原生词根。
2240,loso,/ˈloso/,名词,亏损。,源自英语「loss」。
2241,lot,/lotʰ/,代词,你（单数）。,原生代词。
2242,lotdo,/ˈlotʰdo/,名词,野草。,原生词根。
2243,lua,/ˈlua/,名词,水稻。,源自越南语「lua」。
2244,lŭå,/ˈlʌɔː/,名词,灌木。,原生词根。
2245,lud,/lud/,动词,玩耍。,"拉丁语 ""ludere""。"
2246,ludus,/ˈludus/,名词,竞技。,源自拉丁语「ludus」。
2247,luft,/ˈluftʰ/,名词,空气，大气。,源自德语「Luft」
2248,luk,/ˈlukʰ/,名词,草场。,源自斯拉夫语「lug」。
2249,lum,/lum/,名词,天体（词根）。,"与 ""lànnga""（光）关联。"
2250,lumbildo,/lumˈbil.do/,名词,幻灯片。,lumo（光）+ bildo（图）。
2251,lŭmbŭp,/ˈlʌmbʌp/,名词,魂魄。,原生词根。
2252,lumiére,/luˈmieː.ə/,名词,希望。,"法语借词 ""lumière""。"
2253,lumiéremen,/lu.mjeː.ˈʁe.mən/,名词,绝望里忽然透进的一线微光。,lumiére（希望之光）+ men（进入）。
2254,lumiérif,/lu.miˈeː.rif/,动词,给予希望。,"""lumiére"" + 使动后缀 ""-if""。"
2255,lumig,/lu.ˈmiɡ/,动词,照亮。,借世界语 lumigi。
2256,luna,/ˈluna/,名词,月亮。,源自拉丁语「luna」。
2257,lunadien,/lu.naˈdi.ən/,名词,星期一（月曜日）。,luna（月亮）+ dien（日）。
2258,luraf,/ˈluʁaf/,名词,陶罐。,原生词根。
2259,luser,/ˈlusəɹ/,动词,发光。,源自拉丁语「lucere」。
2260,lúta,/ˈluː.tʰa/,动词,清洁，洗净。,原生词根。
2261,-ma,/ma/,后缀,主格单数。,第二版新增语法词缀。
2262,maĉin,/ˈmatʃin/,名词,机器。,源自英语「machine」。
2263,maĉinegun,/matʃiˈneɡun/,名词,机枪。,源自英语「machine gun」。
2264,macuri,/maˈkuʁi/,名词,祭典。,源自日语「祭り」(matsuri)。
2265,magasin,/maˈɡasin/,名词,商店。,源自法语「magasin」。
2266,magazin,/maˈɡazin/,名词,杂志。,源自英语「magazine」。
2267,magra,/ˈma.ɡra/,形容词,瘦的，消瘦的。,源自拉丁语「macer」（瘦的）
2268,mahabharata,/mahabhaˈʁatʰa/,名词,摩诃婆罗多。,源自梵语「महाभारत」(mahabharata)。
2269,mail,/ˈmail/,名词,邮件。,源自英语「mail」。
2270,mair,/ˈmaiɹ/,名词,市长。,源自法语「maire」。
2271,mairi,/maˈiʁi/,名词,市政厅。,源自法语「mairie」。
2272,maiura,/maiˈuʁa/,名词,孔雀。,源自梵语「मयूर」(mayura)。
2273,mak,/ˈmakʰ/,名词,罂粟籽。,源自波兰语「mak」。
2274,mækbor,/ˈmækʰboɹ/,动词,霉变。,原生词根。
2275,måki,/ˈmɔːkʰi/,动词,蜷缩。,原生词根。
2276,makont,/ˈma.kʰontʰ/,名词,山。,"世界语 ""monto"" 变体。"
2277,maksoheroni,/makʰsohəˈʁoni/,名词,通心粉。,源自意大利语「maccheroni」。
2278,mal-,/mal/,前缀,否定，相反。,"世界语反义前缀 ""mal-""。"
2279,malakra,/maˈla.kʰra/,形容词,钝的。,"""mal-"" + ""akra""。"
2280,malakraji,/malaˈkʰrad͡ʒi/,动词,使钝。,「malakra」+ 后缀 -ji（使动）。
2281,malakrali,/malaˈkʰrali/,副词,钝地。,「malakra」+ 后缀 -li（副词化）。
2282,malakren,/maˈlakʰrən/,动词,变成钝。,「malakra」+ 后缀 -en（变成）。
2283,malamo,/maˈlamo/,名词,仇恨。,源自世界语「malamo」。
2284,malante,/ˈma.lan.tʰe/,副词,在后面；之后。,mal-（相反）+ ante（之前，词典词）
2285,malaper,/ma.la.ˈpeɹ/,动词,消失。,借世界语 malaperi。
2286,malavareko,/malavaˈʁekʰo/,名词,慷慨。,源自世界语「malavareco」。
2287,malbona,/malˈbo.na/,形容词,坏的。,"""mal-"" + ""bona""。"
2288,malbonen,/maˈlbonən/,动词,变成坏。,「malbona」+ 后缀 -en（变成）。
2289,malbonji,/maˈlbond͡ʒi/,动词,使坏。,「malbona」+ 后缀 -ji（使动）。
2290,malbonli,/maˈlbonli/,副词,坏地。,「malbona」+ 后缀 -li（副词化）。
2291,maldekstra,/malˈdekʰ.stʰə.ra/,形容词,左边的。,"""mal-"" + ""dekstra""。"
2292,maldekstraji,/maldəˈkʰstʰe.rad͡ʒi/,动词,使左边。,「maldekstra」+ 后缀 -ji（使动）。
2293,maldekstrali,/maldəˈkʰstʰe.rali/,副词,左边地。,「maldekstra」+ 后缀 -li（副词化）。
2294,maldekstren,/malˈdekʰ.stʰə.rən/,动词,变成左边。,「maldekstra」+ 后缀 -en（变成）。
2295,maldika,/malˈdi.kʰa/,形容词,薄的。,"""mal-"" + ""dika""。"
2296,maldiken,/maˈldikʰən/,动词,变成薄。,「maldika」+ 后缀 -en（变成）。
2297,maldikji,/maˈldikʰd͡ʒi/,动词,使薄。,「maldika」+ 后缀 -ji（使动）。
2298,maldikli,/maˈldikʰli/,副词,薄地。,「maldika」+ 后缀 -li（副词化）。
2299,malfaçila,/malfaˈsila/,形容词,困难的。,「mal-」+「façila」。
2300,malferm,/mal.ˈfeɹm/,动词,打开。,借世界语 malfermi。
2301,malfruen,/maˈlfruən/,动词,变成迟。,「malfrui」+ 后缀 -en（变成）。
2302,malfrui,/malˈfru.i/,形容词,迟的。,"""mal-"" + ""fru""（早）。"
2303,malfruji,/maˈlfrud͡ʒi/,动词,使迟。,「malfrui」+ 后缀 -ji（使动）。
2304,malfruli,/maˈlfruli/,副词,迟地。,「malfrui」+ 后缀 -li（副词化）。
2305,malgojen,/mal.ɡoˈjen/,动词,变成悲伤。,「malgojo」+ 变成后缀 -en。
2306,malgojo,/maˈlɡod͡ʒo/,名词,悲伤。,源自世界语「malĝojo」。
2307,malgranda,/malˈɡran.da/,形容词,小的。,"""mal-"" + ""granda""。"
2308,malgranden,/maˈlɡrandən/,动词,变成小。,「malgranda」+ 后缀 -en（变成）。
2309,malgrandji,/maˈlɡrand͡ʒi/,动词,使小。,「malgranda」+ 后缀 -ji（使动）。
2310,malgrandli,/maˈlɡrandli/,副词,小地。,「malgranda」+ 后缀 -li（副词化）。
2311,malina,/maˈlina/,名词,覆盆子。,源自俄语「малина」(malina)。
2312,malkonsento,/malkʰoˈnsentʰo/,名词,分歧。,源自世界语「malkonsento」。
2313,malkovr,/mal.ˈkʰo.vr/,动词,发现。,借世界语 malkovri。
2314,mallaute,/mal.ˈlau.tʰə/,副词,低声地。,「mal-」+「laute」。
2315,malmolili,/malˈmolili/,副词,坚硬地，生硬地。,「moli」（柔软的）加反义前缀 mal- 与后缀 -li
2316,malmulta,/malˈmul.tʰa/,形容词,少的。,"""mal-"" + ""multa""。"
2317,malmulten,/maˈlmultʰən/,动词,变成少。,「malmulta」+ 后缀 -en（变成）。
2318,malmultji,/maˈlmultʰd͡ʒi/,动词,使少。,「malmulta」+ 后缀 -ji（使动）。
2319,malmultli,/maˈlmultʰli/,副词,少地。,「malmulta」+ 后缀 -li（副词化）。
2320,malnova,/malˈno.va/,形容词,旧的。,"""mal-"" + ""nova""。"
2321,malnoven,/maˈlnovən/,动词,变成旧。,「malnova」+ 后缀 -en（变成）。
2322,malnovji,/maˈlnovd͡ʒi/,动词,使旧。,「malnova」+ 后缀 -ji（使动）。
2323,malnovli,/maˈlnovli/,副词,旧地。,「malnova」+ 后缀 -li（副词化）。
2324,malnovmond,/mal.novˈmond/,名词,旧世界。,malnova（旧）+ mond（世界）。
2325,malproksima,/mal.prokʰˈsi.ma/,形容词,远的。,"""mal-"" + ""proksima""。"
2326,malproksimen,/malproˈkʰsimən/,动词,变成远。,「malproksima」+ 后缀 -en（变成）。
2327,malproksimji,/malproˈkʰsimd͡ʒi/,动词,使远。,「malproksima」+ 后缀 -ji（使动）。
2328,malproksimli,/malproˈkʰsimli/,副词,远地。,「malproksima」+ 后缀 -li（副词化）。
2329,malpura,/malˈpu.ʁa/,形容词,肮脏的。,"""mal-"" + ""pura""。"
2330,malpuren,/maˈlpuʁən/,动词,变成肮脏。,「malpura」+ 后缀 -en（变成）。
2331,malpurli,/maˈlpuɹli/,副词,肮脏地。,「malpura」+ 后缀 -li（副词化）。
2332,malsano,/maˈlsano/,名词,疾病。,源自世界语「malsano」。
2333,malseka,/malˈse.kʰa/,形容词,潮湿的。,"""mal-"" + ""seka""。"
2334,malseken,/maˈlsekʰən/,动词,变成潮湿。,「malseka」+ 后缀 -en（变成）。
2335,malsekli,/maˈlsekʰli/,副词,潮湿地。,「malseka」+ 后缀 -li（副词化）。
2336,malsukseso,/malsuˈkʰseso/,名词,失败。,源自世界语「malsukceso」。
2337,maltrankuiles,/mal.tʰraŋ.kʰuˈi.les/,副词,不安地，焦虑地。,「trankuili」(平静的) 加否定前缀 mal- 与副词后缀 -es
2338,maltrankuili,/mal.traŋ.kʰuˈi.li/,形容词,不安的，心神不宁的。,mal-（相反）+ trankuili（平静的，词典词）
2339,maltrankuilo,/malˈtʰraŋ.kʰui.lo/,名词,不安，心神不宁。,「mal-」+「trankuili」（平静的）
2340,malvarma,/malˈvaɹ.ma/,形容词,寒冷的。,"""mal-"" + ""varma""。"
2341,malvarmali,/malvaˈɹmali/,副词,寒冷地。,「malvarma」+ 后缀 -li（副词化）。
2342,malvarmen,/maˈlvaɹmən/,动词,变成寒冷。,「malvarma」+ 后缀 -en（变成）。
2343,mamo,/ˈma.mo/,名词,乳房。,原生词根。
2344,man,/man/,名词,手。,"拉丁语 ""manus""。"
2345,mana,/ˈmana/,名词,傲慢。,源自梵语「मनस्」(mana)。
2346,mána,/ˈmaː.na/,动词,保持，维持。,"拉丁语 ""manere""。"
2347,mandala,/maˈndala/,名词,曼陀罗。,源自梵语「मण्डल」(mandala)。
2348,mandar,/ˈman.daɹ/,动词,点（餐），订购。,源自拉丁语「mandare」
2349,mandir,/ˈmandiɹ/,名词,寺庙。,源自梵语「मन्दिर」(mandir)。
2350,manga,/ˈmaŋɡa/,名词,漫画。,源自日语「漫画」(manga)。
2351,mangala,/maˈŋɡala/,形容词,吉祥的。,源自梵语「मङ्गल」(mangala)。
2352,mangoĝis,/maˈŋɡod͡ʒis/,名词,山竹。,源自马来语「manggis」。
